zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_mod_no,aggregation_low_no,aggregation_switch
4,2002,2,9,90587.16,991975.92,368.35,1432.3,23.7,Moderate,23.58,Moderate,0,0,308,0
8,2002,2,9,46721.67,491189.99,48.99,799.32,23.34,Moderate,24.07,Moderate,0,0,246,0
1,2002,2,9,34392.27,424575.81,0,971.67,23.57,Moderate,20.72,Optimum,0,0,187,0
7,2002,2,9,9260.15,79079.76,0,201.78,23.72,Moderate,20.6,Optimum,0,0,103,0
2,2002,2,9,127350.34,1326613.3,24.2,2244.48,23.87,Moderate,23.41,Moderate,0,2,659,0
6,2002,2,9,38439.96,775809.21,1046.27,,24.1,Moderate,24.92,Moderate,0,0,3,0
5,2002,2,9,53426.83,914052.42,1427.56,377.09,23.56,Moderate,21.15,Optimum,0,0,29,0
1,2002,3,10,37310.66,455183.61,0,1166.17,23.35,Moderate,21.38,Optimum,0,0,187,0
6,2002,3,10,86050.59,1736704.23,2342.15,,23.74,Moderate,24.67,Moderate,0,0,3,0
2,2002,3,10,145330.73,1456165.25,20.97,2693.93,23.6,Moderate,23.34,Moderate,0,2,659,0
7,2002,3,10,8402.66,61332.2,0,242.13,23.3,Moderate,21.98,Optimum,0,0,103,0
5,2002,3,10,61894.52,1058752.27,1650.35,452.49,23.27,Moderate,20.84,Optimum,0,0,29,0
8,2002,3,10,55717.6,582277.17,48.99,959.39,23.16,Moderate,23.61,Moderate,0,0,246,0
4,2002,3,10,105615.37,1121827.9,357.99,1718.71,23.45,Moderate,23.36,Moderate,0,0,308,0
3,2002,3,10,37376.33,869174.89,1017.32,,23.73,Moderate,24.69,Moderate,0,0,8,0
1,2002,3,11,43265.76,531903.18,0,1166.17,22.47,Optimum,20.84,Optimum,0,0,187,0
7,2002,3,11,8402.66,61332.2,0,242.13,22.5,Optimum,22.43,Optimum,0,0,103,0
6,2002,3,11,73519.31,1483793.41,2001.07,,22.91,Optimum,24.46,Moderate,0,0,3,0
3,2002,3,11,37249.95,870251.89,1013.88,,22.84,Optimum,24.51,Moderate,0,0,8,0
2,2002,3,11,134439.71,1249073.69,20.25,2693.93,22.77,Optimum,22.85,Optimum,2,0,657,1
8,2002,3,11,55717.6,582277.17,48.99,959.39,22.25,Optimum,22.76,Optimum,0,0,246,0
4,2002,3,11,103383.05,1071871.36,297.23,1718.71,22.57,Optimum,22.52,Optimum,0,0,308,0
5,2002,3,11,57910.73,999424.28,1557.58,452.49,22.51,Optimum,20.26,Optimum,0,0,29,0
7,2002,3,12,8402.66,61332.2,0,242.13,21.91,Optimum,23.27,Moderate,0,0,103,0
5,2002,3,12,3712.51,69189.57,7.05,452.49,21.99,Optimum,20.73,Optimum,0,0,29,0
3,2002,3,12,36360.1,848931.32,989.66,,22.12,Optimum,23.59,Moderate,0,0,8,0
8,2002,3,12,54828.86,564340.28,24.8,959.39,21.64,Optimum,22.17,Optimum,0,0,246,0
1,2002,3,12,45561.78,556966.49,0,1166.17,21.89,Optimum,21.06,Optimum,0,0,187,0
6,2002,3,12,15040.25,303547.86,409.37,,22.19,Optimum,23.54,Moderate,0,0,3,0
4,2002,3,12,103816.59,1080147.34,309.03,1718.71,21.99,Optimum,21.95,Optimum,0,0,308,0
2,2002,3,12,134288.42,1247047.49,12.7,2693.93,22.25,Optimum,22.93,Optimum,2,0,657,1
7,2002,3,13,8402.66,61332.2,0,242.13,20.5,Optimum,21.88,Optimum,0,0,103,0
5,2002,3,13,39116.65,664072.73,966.33,452.49,20.5,Optimum,19.17,Optimum,0,0,29,0
2,2002,3,13,143388.67,1420912.01,5.86,2693.93,20.83,Optimum,21.15,Optimum,2,0,657,1
1,2002,3,13,45561.78,556966.49,0,1166.17,20.46,Optimum,19.64,Optimum,0,0,187,0
4,2002,3,13,103927.76,1081948.69,317.37,1718.71,20.58,Optimum,20.55,Optimum,0,0,308,0
3,2002,3,13,35648.09,830403.44,970.28,,20.82,Optimum,22.25,Optimum,0,0,8,0
6,2002,3,13,41770.81,843033.6,1136.93,,20.86,Optimum,22.08,Optimum,0,0,3,0
8,2002,3,13,53940.12,546403.4,0.61,959.39,20.25,Optimum,20.82,Optimum,0,0,246,0
4,2002,4,14,104183.84,1087336.95,324.34,1718.71,19.52,Optimum,19.45,Optimum,1,0,307,1
3,2002,4,14,36892.84,861848.95,1004.16,,19.89,Optimum,21.76,Optimum,0,0,8,0
6,2002,4,14,44277.21,893618.73,1205.15,,19.96,Optimum,21.45,Optimum,0,0,3,0
7,2002,4,14,8402.66,61332.2,0,242.13,19.45,Optimum,19.89,Optimum,0,0,103,0
5,2002,4,14,53415.67,909582.75,1395.73,452.49,19.43,Optimum,17.83,Moderate,0,0,29,0
8,2002,4,14,54867.44,565118.86,25.85,959.39,19.23,Optimum,19.78,Optimum,0,0,246,0
1,2002,4,14,43265.76,531863.64,0,1166.17,19.44,Optimum,18.55,Moderate,0,0,187,0
2,2002,4,14,142045.86,1394033.31,19.17,2693.93,19.7,Optimum,19.84,Optimum,2,0,657,1
3,2002,4,15,33305.54,777439.17,906.52,,19.66,Optimum,22.74,Optimum,0,0,8,0
2,2002,4,15,134417.74,1250027.28,16.22,2693.93,19.7,Optimum,20.36,Optimum,3,0,656,1
7,2002,4,15,8410.38,61487.92,0.21,242.13,19.28,Optimum,20.93,Optimum,0,0,103,0
1,2002,4,15,43824.87,538068.79,0,1166.17,19.48,Optimum,19.13,Optimum,0,0,187,0
4,2002,4,15,102004.8,979451.25,265.03,1718.71,19.44,Optimum,19.6,Optimum,1,0,307,1
6,2002,4,15,30910.46,623846.2,841.33,,19.8,Optimum,22.53,Optimum,0,0,3,0
5,2002,4,15,54774.87,945088.19,1463.41,452.49,19.36,Optimum,18.16,Moderate,0,0,29,0
8,2002,4,15,55787.41,583686.02,50.89,959.39,19.13,Optimum,19.38,Optimum,0,0,246,0
1,2002,4,16,45732.3,525720.03,0,1166.17,17.9,Moderate,17.9,Moderate,0,0,187,0
8,2002,4,16,55332.94,574513.66,38.52,959.39,17.7,Moderate,17.95,Moderate,0,0,246,0
5,2002,4,16,48850.8,840186.11,1285.51,452.49,17.81,Moderate,17.55,Moderate,0,0,29,0
3,2002,4,16,37852.12,884421.04,1030.27,,18.22,Moderate,21.62,Optimum,0,0,8,0
4,2002,4,16,104851.78,1103303.02,342.52,1718.71,17.9,Moderate,18.04,Moderate,0,1,308,0
2,2002,4,16,139818.16,1338321.36,10.04,2693.93,18.11,Moderate,18.71,Moderate,0,2,659,0
6,2002,4,16,33415.76,674409.08,909.52,,18.11,Moderate,21.3,Optimum,0,0,3,0
7,2002,4,16,8418.09,61643.63,0.42,242.13,17.74,Moderate,20.47,Optimum,0,0,103,0
7,2002,4,17,8521.34,63727.25,3.23,242.13,16.71,Moderate,19.26,Optimum,0,0,103,0
4,2002,4,17,96028.38,963545.17,344.68,1718.71,17.21,Moderate,17.47,Moderate,0,1,308,0
5,2002,4,17,53564.19,912156.17,1400.19,452.49,16.88,Moderate,16.93,Moderate,0,0,29,0
6,2002,4,17,28403.69,573253.65,773.1,,17.41,Moderate,20.59,Optimum,0,0,3,0
2,2002,4,17,142406.29,1384958.51,28.98,2693.93,17.31,Moderate,17.81,Moderate,0,2,659,0
1,2002,4,17,39833.78,429929.65,0.27,1166.17,17.41,Moderate,17.27,Moderate,0,0,187,0
8,2002,4,17,54878.83,565348.72,26.16,959.39,17.28,Moderate,16.92,Moderate,0,0,246,0
3,2002,4,17,35945.31,839553.49,978.37,,17.4,Moderate,21.07,Optimum,0,0,8,0
2,2002,4,18,129645.39,1150434.44,17.52,2693.93,16.22,Moderate,16.73,Moderate,0,2,659,0
3,2002,4,18,36849.49,859474.71,1002.98,,16.48,Moderate,19.6,Optimum,0,0,8,0
6,2002,4,18,16707.52,337197.13,454.75,,16.37,Moderate,19.45,Optimum,0,0,3,0
1,2002,4,18,35622.45,379112.55,0.54,1166.17,16.2,Moderate,15.93,Poor,0,0,187,0
7,2002,4,18,8126.09,63920.88,6.05,242.13,15.85,Poor,17.28,Moderate,0,0,103,0
4,2002,4,18,97790.43,963238.87,378.7,1718.71,16.12,Moderate,16.28,Moderate,0,1,308,0
8,2002,4,18,54362.9,544277.59,48.99,959.39,16.02,Moderate,16.01,Moderate,0,0,246,0
5,2002,4,18,59623.67,958640.53,1529.22,452.49,15.88,Poor,15.26,Poor,0,0,29,0
2,2002,5,19,106564.93,911934.42,12.07,2244.48,15.69,Poor,15.91,Poor,0,0,659,0
6,2002,5,19,16707.52,337197.13,454.75,,15.66,Poor,18.51,Moderate,0,0,3,0
7,2002,5,19,6882.42,56476.76,14.39,201.78,15.14,Poor,15.95,Poor,0,0,103,0
1,2002,5,19,35849.42,403671.68,0.27,971.67,15.64,Poor,14.76,Poor,0,0,187,0
4,2002,5,19,79299.9,778983.64,380.96,1432.3,15.54,Poor,15.82,Poor,0,0,308,0
3,2002,5,19,34400.02,803109.25,936.31,,15.86,Poor,18.66,Moderate,0,0,8,0
5,2002,5,19,55681.35,398073.24,1454.36,377.09,15.13,Poor,14.33,Poor,0,0,29,0
8,2002,5,19,41885.64,403375.15,13.49,799.32,15.45,Poor,15.24,Poor,0,0,246,0
7,2002,5,20,6767.95,49434.81,22.74,201.78,13.82,Poor,13.77,Poor,0,0,103,0
2,2002,5,20,102819.88,883262.31,63.58,2244.48,14.09,Poor,14.3,Poor,0,0,659,0
4,2002,5,20,74986.04,625606.48,338.86,1432.3,14.01,Poor,14.05,Poor,0,0,308,0
1,2002,5,20,35248.82,401105.84,0,971.67,14.03,Poor,12.97,Poor,0,0,187,0
6,2002,5,20,13783.75,278188.56,375.17,,14.21,Poor,16.43,Moderate,0,0,3,0
8,2002,5,20,48661.52,460954.65,217.92,799.32,13.94,Poor,14.12,Poor,0,0,246,0
5,2002,5,20,36210.46,263875.18,854.15,377.09,13.81,Poor,12.92,Poor,0,0,29,0
3,2002,5,20,1241.81,23251.56,33.8,,14.39,Poor,16.46,Moderate,0,0,8,0
6,2002,5,21,9843.15,84243.15,295.59,,12.81,Poor,13.57,Poor,0,0,3,0
4,2002,5,21,75944.11,551295.69,431.73,1432.3,12.44,Poor,12.31,Poor,0,0,308,0
8,2002,5,21,53526.65,502593.15,364.02,799.32,12.15,Poor,12.85,Poor,0,0,246,0
2,2002,5,21,104382.01,890886.81,132.7,2244.48,12.61,Poor,12.71,Poor,0,0,659,0
7,2002,5,21,6389.33,46194.36,11.37,201.78,12.6,Poor,11.63,Poor,0,0,103,0
3,2002,5,21,34461.17,633793.39,1034.87,,12.69,Poor,13.75,Poor,0,0,8,0
5,2002,5,21,12399.62,99869.4,135.16,377.09,12.56,Poor,11.11,Poor,0,0,29,0
1,2002,5,21,32204.78,354971.49,0,971.67,12.3,Poor,11.51,Poor,0,0,187,0
3,2002,5,22,34580.06,631278.55,1038.44,,11.79,Poor,12.96,Poor,0,0,8,0
1,2002,5,22,28200.96,301708.98,0,971.67,11.25,Poor,10.67,Poor,0,0,187,0
4,2002,5,22,75904.08,621320.08,476.4,1432.3,11.45,Poor,11.29,Poor,0,0,308,0
2,2002,5,22,101582.1,858390.91,105.38,2244.48,11.65,Poor,11.88,Poor,0,0,659,0
6,2002,5,22,12871.78,110163.9,386.54,,11.98,Poor,12.59,Poor,0,0,3,0
7,2002,5,22,6010.71,42953.91,0,201.78,11.75,Poor,10.83,Poor,0,0,103,0
5,2002,5,22,62525.44,446083.8,1640.44,377.09,11.66,Poor,10.3,Poor,0,0,29,0
8,2002,5,22,49489.36,468039.75,242.78,799.32,11.08,Poor,11.98,Poor,0,0,246,0
6,2002,6,23,7571.42,64800.45,227.37,,12.05,Poor,11.85,Poor,0,0,3,0
4,2002,6,23,75469.2,603393.09,353.37,1432.3,11.67,Poor,11.56,Poor,0,0,308,0
1,2002,6,23,27467.63,295594.28,0,971.67,11.45,Poor,10.98,Poor,0,0,187,0
3,2002,6,23,30692.61,562040.24,921.7,,11.98,Poor,12.4,Poor,0,0,8,0
7,2002,6,23,6389.33,46194.36,11.37,201.78,11.79,Poor,10.79,Poor,0,0,103,0
5,2002,6,23,51481.83,369806.6,1308.8,377.09,11.7,Poor,10.14,Poor,0,0,29,0
2,2002,6,23,99558.45,842282.01,44.61,2244.48,11.9,Poor,12,Poor,0,0,659,0
8,2002,6,23,49951.89,471998.4,256.67,799.32,11.24,Poor,12.05,Poor,0,0,246,0
4,2002,6,24,74467.82,615769.16,369.17,1432.3,12.08,Poor,12.21,Poor,0,0,308,0
3,2002,6,24,30481.82,559632.32,915.37,,12.4,Poor,12.19,Poor,0,0,8,0
5,2002,6,24,57642.66,412358.9,1493.81,377.09,11.9,Poor,9.91,Poor,0,0,29,0
1,2002,6,24,27467.63,295594.28,0,971.67,12.14,Poor,11.99,Poor,0,0,187,0
2,2002,6,24,98268.08,831238.26,5.86,2244.48,12.17,Poor,12.49,Poor,0,0,659,0
6,2002,6,24,6814.51,58322.4,204.64,,12.01,Poor,11.51,Poor,0,0,3,0
8,2002,6,24,56805.38,530654.25,462.48,799.32,12.04,Poor,12.01,Poor,0,0,246,0
7,2002,6,24,6956.76,50738.36,28.41,201.78,11.82,Poor,11.92,Poor,0,0,103,0
5,2002,6,25,55757.55,399338.6,1437.2,377.09,10.79,Poor,8.91,Poor,0,0,29,0
6,2002,6,25,3787.21,32413.05,113.73,,11.07,Poor,10.93,Poor,0,0,3,0
1,2002,6,25,27467.63,295594.28,0,971.67,10.97,Poor,10.53,Poor,0,0,187,0
7,2002,6,25,6767.95,52032.86,22.74,201.78,10.74,Poor,10.51,Poor,0,0,103,0
4,2002,6,25,68517.48,488228.24,254.58,1432.3,10.91,Poor,10.95,Poor,0,0,308,0
3,2002,6,25,23493.82,200706.9,705.52,,11.32,Poor,11.49,Poor,0,0,8,0
2,2002,6,25,98475.21,832690.31,12.08,2244.48,10.94,Poor,11.16,Poor,0,0,659,0
8,2002,6,25,50783.05,479112,281.63,799.32,10.91,Poor,10.96,Poor,0,0,246,0
2,2002,6,26,98682.33,834142.36,18.3,2244.48,10.25,Poor,9.81,Poor,0,0,659,0
1,2002,6,26,27434.73,295594.28,0,971.67,10.08,Poor,8.23,Poor,0,0,187,0
6,2002,6,26,5302.69,45383.4,159.24,,10.27,Poor,9.67,Poor,0,0,3,0
5,2002,6,26,53428.51,397783.8,1430.44,377.09,10.15,Poor,8.21,Poor,0,0,29,0
7,2002,6,26,6099.78,44260.31,5.68,201.78,10.14,Poor,8.19,Poor,0,0,103,0
4,2002,6,26,87596.68,683567.97,763.43,1432.3,10.11,Poor,10.11,Poor,0,0,308,0
3,2002,6,26,34294.67,632481.63,1029.87,,10.25,Poor,10.18,Poor,0,0,8,0
8,2002,6,26,50901.94,480129.45,285.2,799.32,10,Poor,10.29,Poor,0,0,246,0
4,2002,7,27,84810.83,603781.41,743.87,1432.3,9.81,Poor,9.72,Poor,0,0,308,0
1,2002,7,27,27434.73,295594.28,0,971.67,9.69,Poor,7.77,Poor,0,0,187,0
5,2002,7,27,28341.62,224511,677.08,377.09,9.94,Poor,7.67,Poor,0,0,29,0
7,2002,7,27,4678.61,42953.91,0,201.78,9.98,Poor,7.17,Poor,0,0,103,0
3,2002,7,27,32079.23,586614.7,963.34,,9.89,Poor,9.36,Poor,0,0,8,0
6,2002,7,27,13631.35,116664.75,409.35,,10.1,Poor,8.71,Poor,0,0,3,0
8,2002,7,27,57655.51,537930.3,488.01,799.32,9.53,Poor,10.18,Poor,0,0,246,0
2,2002,7,27,98473.88,832681.11,12.04,2244.48,10.03,Poor,9.6,Poor,0,0,659,0
5,2002,7,28,73168.09,534123.2,2023.22,377.09,10.37,Poor,7.65,Poor,0,0,29,0
8,2002,7,28,50024.82,472622.55,258.86,799.32,10.33,Poor,10.57,Poor,0,0,246,0
7,2002,7,28,5910.64,42953.91,0,201.78,10.39,Poor,8.62,Poor,0,0,103,0
6,2002,7,28,6815.18,58328.1,204.66,,10.57,Poor,9.07,Poor,0,0,3,0
1,2002,7,28,28200.96,301708.98,0,971.67,10.42,Poor,8.88,Poor,0,0,187,0
4,2002,7,28,90614.02,638661.89,918.14,1432.3,10.47,Poor,10.45,Poor,0,0,308,0
2,2002,7,28,98364.65,831905.26,8.76,2244.48,10.58,Poor,10.18,Poor,0,0,659,0
3,2002,7,28,33537.76,614006.72,1007.14,,10.74,Poor,9.78,Poor,0,0,8,0
3,2002,7,29,29398.57,251143.55,882.84,,10.56,Poor,9.92,Poor,0,0,8,0
5,2002,7,29,48344.42,360967.7,1270.37,377.09,10.35,Poor,7.56,Poor,0,0,29,0
1,2002,7,29,27753.82,297395.16,0,971.67,10.42,Poor,8.57,Poor,0,0,187,0
2,2002,7,29,98268.08,831238.26,5.86,2244.48,10.5,Poor,9.9,Poor,0,0,659,0
4,2002,7,29,79890.42,564520.74,596.11,1432.3,10.41,Poor,10.43,Poor,0,0,308,0
7,2002,7,29,5910.64,42953.91,0,201.78,10.34,Poor,8.14,Poor,0,0,103,0
6,2002,7,29,0,0,0,,10.47,Poor,9.39,Poor,0,0,3,0
8,2002,7,29,44708.14,460053.85,99.2,799.32,10.38,Poor,10.48,Poor,0,0,246,0
6,2002,7,30,6057.27,51841.5,181.9,,10.64,Poor,9.55,Poor,0,0,3,0
5,2002,7,30,70257.3,503774.7,1891.27,377.09,10.5,Poor,7.62,Poor,0,0,29,0
8,2002,7,30,43249.27,414633.6,55.39,799.32,10.36,Poor,10.68,Poor,0,0,246,0
1,2002,7,30,27032.3,291280.46,0,971.67,10.43,Poor,9.02,Poor,0,0,187,0
7,2002,7,30,6387.5,47035.11,14.32,201.78,10.51,Poor,8.71,Poor,0,0,103,0
3,2002,7,30,34379.59,625691.13,1032.42,,10.67,Poor,10.26,Poor,0,0,8,0
2,2002,7,30,98268.08,831238.26,5.86,2244.48,10.61,Poor,10.25,Poor,0,0,659,0
4,2002,7,30,93317.64,658242.54,999.33,1432.3,10.49,Poor,10.44,Poor,0,0,308,0
1,2002,7,31,34939.2,406098.07,0,971.67,12.13,Poor,10.74,Poor,0,0,187,0
4,2002,7,31,99122.51,703260.01,1173.65,1432.3,12.17,Poor,12.07,Poor,0,0,308,0
2,2002,7,31,99987.62,853334.46,4.87,2244.48,12.11,Poor,11.64,Poor,0,0,659,0
8,2002,7,31,45134.38,463701.85,112,799.32,12.17,Poor,12.09,Poor,0,0,246,0
3,2002,7,31,32980.32,597891.71,990.4,,12.71,Poor,11.51,Poor,0,0,8,0
7,2002,7,31,6964.76,60630.96,28.65,201.78,11.77,Poor,10.82,Poor,0,0,103,0
5,2002,7,31,62564.07,446350.6,1641.6,377.09,11.85,Poor,8.21,Poor,0,0,29,0
6,2002,7,31,12114.54,103683,363.8,,11.9,Poor,11.07,Poor,0,0,3,0
2,2002,8,32,20199.84,173679.56,6.81,448.48,11.72,Poor,11.53,Poor,0,0,659,0
5,2002,8,32,61495.54,427588.19,1799.27,75.41,11.56,Poor,8.62,Poor,0,0,29,0
1,2002,8,32,6981,81139.48,0,194.18,11.7,Poor,10.9,Poor,0,0,187,0
7,2002,8,32,1678.92,12671.74,14.32,40.35,11.49,Poor,10.82,Poor,0,0,103,0
8,2002,8,32,11788.45,142717.55,105.6,159.69,11.68,Poor,11.68,Poor,0,0,246,0
3,2002,8,32,32650.98,593418.85,980.51,,11.94,Poor,11.57,Poor,0,0,8,0
6,2002,8,32,6057.27,51841.5,181.9,,11.56,Poor,11.15,Poor,0,0,3,0
4,2002,8,32,44026.57,321003.76,948.72,286.44,11.69,Poor,11.66,Poor,0,0,308,0
5,2002,8,33,67674.36,470264.69,1984.82,75.41,11.48,Poor,8.54,Poor,0,0,29,0
4,2002,8,33,46325.83,328706.63,1030.57,286.44,11.47,Poor,11.38,Poor,0,0,308,0
1,2002,8,33,6981,81139.48,0,194.18,11.38,Poor,10.8,Poor,0,0,187,0
2,2002,8,33,21872.62,193230,7.8,448.48,11.49,Poor,11.52,Poor,0,0,659,0
7,2002,8,33,1202.06,8590.54,0,40.35,11.55,Poor,10.54,Poor,0,0,103,0
3,2002,8,33,35595.03,649593.22,1068.92,,11.81,Poor,12.2,Poor,0,0,8,0
8,2002,8,33,10110.99,123519.54,110.67,159.69,11.37,Poor,11.72,Poor,0,0,246,0
6,2002,8,33,0,0,0,,11.6,Poor,11.85,Poor,0,0,3,0
6,2002,8,34,0,0,0,,11.98,Poor,12.48,Poor,0,0,3,0
1,2002,8,34,6981,81139.48,0,194.18,11.2,Poor,11.01,Poor,0,0,187,0
2,2002,8,34,20528.96,174293.5,17.52,448.48,11.59,Poor,11.74,Poor,0,0,659,0
4,2002,8,34,39950.21,279783.81,839.11,286.44,11.43,Poor,11.3,Poor,0,0,308,0
3,2002,8,34,35996.96,661819.86,1080.99,,11.73,Poor,12.88,Poor,0,0,8,0
8,2002,8,34,11575.33,140893.55,99.2,159.69,11.04,Poor,11.92,Poor,0,0,246,0
7,2002,8,34,1202.06,8590.54,0,40.35,11.84,Poor,10.18,Poor,0,0,103,0
5,2002,8,34,61036.33,424416.49,1785.48,75.41,11.58,Poor,8.89,Poor,0,0,29,0
8,2002,8,35,13507.4,161237.29,157.22,159.69,12.3,Poor,13.06,Poor,0,0,246,0
1,2002,8,35,6833.77,78965.79,0,194.18,12.44,Poor,11.82,Poor,0,0,187,0
5,2002,8,35,60761.28,422516.69,1777.22,75.41,12.77,Poor,9.42,Poor,0,0,29,0
7,2002,8,35,1202.06,8590.54,0,40.35,12.95,Poor,11.25,Poor,0,0,103,0
4,2002,8,35,36033.53,255135.11,712.32,286.44,12.66,Poor,12.48,Poor,0,0,308,0
2,2002,8,35,20179.64,171945.15,7.03,448.48,12.82,Poor,12.66,Poor,0,0,659,0
3,2002,8,35,33176.46,606301.42,996.29,,12.86,Poor,13.29,Poor,0,0,8,0
6,2002,8,35,1514.48,12961.8,45.48,,13.03,Poor,13,Poor,0,0,3,0
5,2002,9,36,60158.48,429735.4,1569.36,377.09,14.95,Poor,11.47,Poor,0,0,29,0
2,2002,9,36,106666.03,934874.01,19.87,2244.48,15.03,Poor,14.66,Poor,0,0,659,0
3,2002,9,36,34908.88,818978.2,950.16,,14.97,Poor,16.29,Moderate,0,0,8,0
4,2002,9,36,71006.39,518546.45,283.45,1432.3,14.98,Poor,14.84,Poor,0,0,308,0
1,2002,9,36,34202.71,395229.45,0,971.67,14.99,Poor,14.16,Poor,0,0,187,0
6,2002,9,36,3028.97,25923.6,90.96,,14.75,Poor,15.48,Poor,0,0,3,0
7,2002,9,36,6010.71,42953.91,0,201.78,14.7,Poor,14.24,Poor,0,0,103,0
8,2002,9,36,47084.78,474617.5,170.57,799.32,14.99,Poor,15.02,Poor,0,0,246,0
7,2002,9,37,6010.71,42953.91,0,201.78,14.23,Poor,12.41,Poor,0,0,103,0
6,2002,9,37,1514.48,12961.8,45.48,,14.17,Poor,15.44,Poor,0,0,3,0
1,2002,9,37,34289.86,395735.17,0,971.67,13.78,Poor,12.84,Poor,0,0,187,0
2,2002,9,37,106679.3,935480.31,17.23,2244.48,14.04,Poor,13.86,Poor,0,0,659,0
8,2002,9,37,45916.27,470393.65,135.48,799.32,13.75,Poor,14.28,Poor,0,0,246,0
3,2002,9,37,30795.18,569884.92,924.78,,14.11,Poor,15.88,Poor,0,0,8,0
4,2002,9,37,72306.75,521391.09,322.5,1432.3,13.95,Poor,13.84,Poor,0,0,308,0
5,2002,9,37,63988.31,456187.7,1684.37,377.09,13.99,Poor,11.04,Poor,0,0,29,0
7,2002,9,38,9357.93,81550.17,0,201.78,15.58,Poor,13.87,Poor,0,0,103,0
6,2002,9,38,0,0,0,,15.72,Poor,15.85,Poor,0,0,3,0
5,2002,9,38,61379.26,438167.2,1606.02,377.09,15.47,Poor,11.75,Poor,0,0,29,0
3,2002,9,38,31613.3,636741.41,860.46,,15.64,Poor,16.14,Moderate,0,0,8,0
1,2002,9,38,35350.52,410116.33,0,971.67,15.26,Poor,14.1,Poor,0,0,187,0
4,2002,9,38,71046.74,520946.79,278.54,1432.3,15.44,Poor,15.3,Poor,0,0,308,0
2,2002,9,38,105428.26,921841.1,17.52,2244.48,15.55,Poor,15.18,Poor,0,0,659,0
8,2002,9,38,45490.36,474634.12,121.74,799.32,15.18,Poor,15.7,Poor,0,0,246,0
6,2002,9,39,0,0,0,,17.2,Moderate,18.1,Moderate,0,0,3,0
7,2002,9,39,6353.73,45806.57,0,201.78,16.94,Moderate,16.45,Moderate,0,0,103,0
5,2002,9,39,48665.98,350357.8,1224.24,377.09,17.03,Moderate,14.03,Poor,0,0,29,0
4,2002,9,39,73898.31,613310.08,178.96,1432.3,17.1,Moderate,16.96,Moderate,0,0,308,0
3,2002,9,39,33904.77,791887.04,922.83,,17.36,Moderate,18.5,Moderate,0,0,8,0
8,2002,9,39,46721.67,491189.99,48.99,799.32,16.97,Moderate,17.18,Moderate,0,0,246,0
2,2002,9,39,118403.11,1162115.65,17.52,2244.48,17.14,Moderate,16.94,Moderate,0,2,659,0
1,2002,9,39,31492.8,366427.94,0,971.67,17.03,Moderate,16.54,Moderate,0,0,187,0
8,2002,9,40,39547.95,407939.15,118.17,799.32,16.25,Moderate,16.92,Moderate,0,0,246,0
1,2002,9,40,34793.39,421932.38,0,971.67,16.43,Moderate,15.64,Poor,0,0,187,0
5,2002,9,40,49347.63,355065.9,1244.71,377.09,16.7,Moderate,13.81,Poor,0,0,29,0
7,2002,9,40,6286.13,45636.29,0,201.78,16.99,Moderate,15.28,Poor,0,0,103,0
3,2002,9,40,35839.5,839484.48,975.49,,17.06,Moderate,18.76,Moderate,0,0,8,0
2,2002,9,40,111164.82,1032532.54,17.52,2244.48,16.82,Moderate,16.75,Moderate,0,2,659,0
6,2002,9,40,0,0,0,,17.07,Moderate,18.51,Moderate,0,0,3,0
4,2002,9,40,73656.9,651531.01,94.65,1432.3,16.68,Moderate,16.64,Moderate,0,0,308,0
4,2002,10,41,16579.19,162257.78,59.8,286.44,18.02,Moderate,17.88,Moderate,0,0,308,0
7,2002,10,41,1313.7,9849.28,0,40.35,18.2,Moderate,17.18,Moderate,0,0,103,0
1,2002,10,41,7496,90076.58,0,194.18,17.81,Moderate,17.14,Moderate,0,0,187,0
8,2002,10,41,13275.29,189976.13,169.92,159.69,17.64,Moderate,18.31,Moderate,0,0,246,0
5,2002,10,41,43434.79,302753.32,1257.7,75.41,17.92,Moderate,15.02,Poor,0,0,29,0
2,2002,10,41,22921.57,216496.4,17.52,448.48,18.12,Moderate,18.07,Moderate,0,2,659,0
6,2002,10,41,0,0,0,,18.49,Moderate,18.86,Moderate,0,0,3,0
3,2002,10,41,38623.66,899027.79,1051.27,,18.43,Moderate,19.15,Optimum,0,0,8,0
5,2002,10,42,44391.63,768014.86,1309.7,75.41,19.01,Optimum,16.23,Moderate,0,0,29,0
3,2002,10,42,37403.15,869805.98,1018.05,,19.51,Optimum,20.58,Optimum,0,0,8,0
7,2002,10,42,1400.22,10221.27,0,40.35,19.3,Optimum,18.25,Moderate,0,0,103,0
2,2002,10,42,22530.3,210351.35,6.87,448.48,19.26,Optimum,19.08,Optimum,2,0,657,1
8,2002,10,42,11441.97,152975.29,120.02,159.69,18.67,Moderate,19.43,Optimum,0,0,246,0
4,2002,10,42,15211.36,140341.79,22.57,286.44,19.13,Optimum,18.93,Moderate,0,0,308,0
6,2002,10,42,0,0,0,,19.58,Optimum,20.21,Optimum,0,0,3,0
1,2002,10,42,7678.42,93743.4,0,194.18,18.88,Moderate,18.2,Moderate,0,0,187,0
6,2002,10,43,0,0,0,,19.97,Optimum,19.77,Optimum,0,0,3,0
