zone,iso_year,month,week_no,est_adult_no,est_juvenile_no,est_wetland_ha,est_river_ha,river_avg_water_temp,river_temp_spawning_state,waterbody_avg_water_temp,waterbody_temp_spawning_state,aggregation_high_no,aggregation_mod_no,aggregation_low_no,aggregation_switch
6,2001,7,27,108123.1,925377.9,3246.94,,9.78,Poor,9.17,Poor,0,0,3,0
1,2001,7,27,27753.82,297395.16,0,971.67,9.36,Poor,8.39,Poor,0,0,187,0
2,2001,7,28,100302.39,847883.31,66.95,2244.48,10.45,Poor,10.57,Poor,0,0,659,0
1,2001,7,28,27765.63,297395.16,0,971.67,10.19,Poor,9.96,Poor,0,0,187,0
6,2001,7,28,130985.88,2426975.67,3933.51,,10.5,Poor,9.2,Poor,0,0,3,0
7,2001,7,28,10379.02,87133.62,68.23,201.78,10.32,Poor,9.9,Poor,0,0,103,0
3,2001,7,28,29684.95,253023.65,891.44,,10.47,Poor,9.96,Poor,0,0,8,0
8,2001,7,28,57869.97,539765.7,494.45,799.32,10.05,Poor,10.45,Poor,0,0,246,0
4,2001,7,28,93477.2,731555.66,894.15,1432.3,10.28,Poor,10.28,Poor,0,0,308,0
5,2001,7,28,67654.31,481508.4,1794.46,377.09,10.29,Poor,8.44,Poor,0,0,29,0
4,2001,7,29,111503.21,999274.2,1293.29,1432.3,10.08,Poor,10.06,Poor,0,0,308,0
3,2001,7,29,34874.09,631575.69,1047.27,,10.31,Poor,10.32,Poor,0,0,8,0
1,2001,7,29,27765.63,297395.16,0,971.67,10.02,Poor,9.47,Poor,0,0,187,0
2,2001,7,29,99619.4,841802.01,46.44,2244.48,10.19,Poor,10.26,Poor,0,0,659,0
7,2001,7,29,8627.85,72292.41,34.11,201.78,10.14,Poor,9.36,Poor,0,0,103,0
6,2001,7,29,130109.09,2410730.06,3907.18,,10.32,Poor,9.48,Poor,0,0,3,0
5,2001,7,29,68700.86,493024.5,1844.53,377.09,10.14,Poor,8.15,Poor,0,0,29,0
8,2001,7,29,43109.41,413436.6,51.19,799.32,9.95,Poor,10.29,Poor,0,0,246,0
4,2001,7,30,101974.42,927260.96,1007.14,1432.3,10.26,Poor,10.24,Poor,0,0,308,0
5,2001,7,30,74666.96,529944.1,2005.05,377.09,10.34,Poor,8.33,Poor,0,0,29,0
6,2001,7,30,124619.26,2309011.44,3742.32,,10.44,Poor,9.4,Poor,0,0,3,0
2,2001,7,30,99164.86,840214.21,32.79,2244.48,10.4,Poor,10.4,Poor,0,0,659,0
8,2001,7,30,44416.1,454141.44,90.43,799.32,10.12,Poor,10.48,Poor,0,0,246,0
7,2001,7,30,8106.96,67688.07,0,201.78,10.34,Poor,9.88,Poor,0,0,103,0
1,2001,7,30,28200.96,301708.98,0,971.67,10.2,Poor,10.11,Poor,0,0,187,0
3,2001,7,30,23696.95,202345.85,711.62,,10.41,Poor,10.08,Poor,0,0,8,0
7,2001,7,31,7575.59,63056.1,0,201.78,10.69,Poor,9.79,Poor,0,0,103,0
5,2001,7,31,82872.74,586620.7,2251.47,377.09,10.69,Poor,8.23,Poor,0,0,29,0
1,2001,7,31,28200.96,301708.98,0,971.67,10.56,Poor,10.09,Poor,0,0,187,0
3,2001,7,31,28492.15,243652.05,855.62,,10.74,Poor,10.81,Poor,0,0,8,0
4,2001,7,31,95590.07,837544.71,957.6,1432.3,10.61,Poor,10.58,Poor,0,0,308,0
6,2001,7,31,125873.33,2332247.66,3779.98,,10.75,Poor,10.09,Poor,0,0,3,0
2,2001,7,31,98910.77,836097.46,25.16,2244.48,10.72,Poor,10.5,Poor,0,0,659,0
8,2001,7,31,44546.3,455255.79,94.34,799.32,10.52,Poor,10.82,Poor,0,0,246,0
2,2001,8,32,98460.89,832569.96,11.65,2244.48,11.24,Poor,10.75,Poor,0,0,659,0
8,2001,8,32,42486.7,408107.1,32.49,799.32,10.95,Poor,11.27,Poor,0,0,246,0
1,2001,8,32,28200.96,301708.98,0,971.67,11.02,Poor,10.03,Poor,0,0,187,0
7,2001,8,32,7491.99,62571.06,0,201.78,11.22,Poor,10.02,Poor,0,0,103,0
6,2001,8,32,123609.6,2290304,3712,,11.24,Poor,10.74,Poor,0,0,3,0
5,2001,8,32,73487.8,521799.8,1969.64,377.09,11.19,Poor,8.24,Poor,0,0,29,0
4,2001,8,32,92561.44,826273.42,866.65,1432.3,11.09,Poor,11.08,Poor,0,0,308,0
3,2001,8,32,30341.96,560787.08,911.17,,11.14,Poor,11.35,Poor,0,0,8,0
1,2001,8,33,28202.12,308890.56,0,971.67,12.57,Poor,11.36,Poor,0,0,187,0
3,2001,8,33,31007.29,568451.39,931.15,,12.42,Poor,12.46,Poor,0,0,8,0
4,2001,8,33,91937.79,851949.57,705.74,1432.3,12.54,Poor,12.6,Poor,0,0,308,0
8,2001,8,33,44064.12,447320.95,79.86,799.32,12.54,Poor,12.46,Poor,0,0,246,0
5,2001,8,33,75278.68,534169.2,2023.42,377.09,12.55,Poor,9.03,Poor,0,0,29,0
6,2001,8,33,114732.49,2125824.14,3445.42,,12.36,Poor,11.94,Poor,0,0,3,0
2,2001,8,33,98268.08,831238.26,5.86,2244.48,12.66,Poor,11.93,Poor,0,0,659,0
7,2001,8,33,7491.99,62571.06,0,201.78,12.39,Poor,11.38,Poor,0,0,103,0
2,2001,8,34,100214.73,854796.36,11.69,2244.48,11.93,Poor,11.37,Poor,0,0,659,0
4,2001,8,34,85946.78,800658.12,525.83,1432.3,11.92,Poor,11.86,Poor,0,0,308,0
3,2001,8,34,31532.44,579299.91,946.92,,12.14,Poor,11.82,Poor,0,0,8,0
1,2001,8,34,35759.68,412718.49,0,971.67,11.89,Poor,10.67,Poor,0,0,187,0
5,2001,8,34,65460.5,466356,1728.58,377.09,11.96,Poor,8.47,Poor,0,0,29,0
8,2001,8,34,44140.38,447973.6,82.15,799.32,11.89,Poor,12.12,Poor,0,0,246,0
7,2001,8,34,6010.71,42953.91,0,201.78,12,Poor,10.31,Poor,0,0,103,0
6,2001,8,34,115510.71,2140243.43,3468.79,,12.19,Poor,11.43,Poor,0,0,3,0
8,2001,8,35,44003.18,421086,78.03,799.32,12.1,Poor,12.7,Poor,0,0,246,0
5,2001,8,35,34206.23,291877.6,747.84,377.09,12.55,Poor,9.02,Poor,0,0,29,0
6,2001,8,35,108445.11,2009328.37,3256.61,,12.89,Poor,11.77,Poor,0,0,3,0
4,2001,8,35,85437.28,722525.74,716.81,1432.3,12.4,Poor,12.32,Poor,0,0,308,0
7,2001,8,35,7491.99,62571.06,0,201.78,12.77,Poor,11.26,Poor,0,0,103,0
2,2001,8,35,112647.84,1010259.66,21.28,2244.48,12.48,Poor,12.28,Poor,0,0,659,0
1,2001,8,35,36525.02,430378.12,0,971.67,12.18,Poor,11.64,Poor,0,0,187,0
3,2001,8,35,27952.36,237455.9,839.41,,12.81,Poor,12.12,Poor,0,0,8,0
6,2001,9,36,116684.87,2161998.85,3504.05,,13.8,Poor,12.83,Poor,0,0,3,0
2,2001,9,36,117799.82,1076995.36,13.37,2244.48,13.55,Poor,13.41,Poor,0,0,659,0
1,2001,9,36,36525.02,430378.12,0,971.67,13.12,Poor,12.89,Poor,0,0,187,0
8,2001,9,36,46553.95,482959.52,154.63,799.32,13,Poor,13.68,Poor,0,0,246,0
4,2001,9,36,86969.04,783047.5,698.71,1432.3,13.41,Poor,13.32,Poor,0,0,308,0
5,2001,9,36,9350,78806,43.58,377.09,13.55,Poor,10.08,Poor,0,0,29,0
3,2001,9,36,32770.86,595709.71,984.11,,13.76,Poor,13.38,Poor,0,0,8,0
7,2001,9,36,7491.99,62571.06,0,201.78,13.75,Poor,12.51,Poor,0,0,103,0
7,2001,9,37,9357.93,81550.17,0,201.78,14.84,Poor,13.52,Poor,0,0,103,0
2,2001,9,37,125776.82,1172024.22,34.71,2244.48,14.83,Poor,14.36,Poor,0,0,659,0
4,2001,9,37,88528.01,879490.07,532.26,1432.3,14.78,Poor,14.81,Poor,0,0,308,0
3,2001,9,37,33635.99,613411.21,1010.09,,14.9,Poor,15.61,Poor,0,0,8,0
1,2001,9,37,36818.05,437888.29,0,971.67,14.72,Poor,13.74,Poor,0,0,187,0
8,2001,9,37,44364.49,424178.25,88.88,799.32,14.7,Poor,14.86,Poor,0,0,246,0
6,2001,9,37,120995.55,2241869.5,3633.5,,14.87,Poor,14.89,Poor,0,0,3,0
5,2001,9,37,60616.8,441111.72,1591.69,377.09,14.77,Poor,11.35,Poor,0,0,29,0
7,2001,9,38,8106.96,67688.07,0,201.78,16.11,Moderate,15.03,Poor,0,0,103,0
4,2001,9,38,86708.35,884682.98,421.24,1432.3,16.14,Moderate,16.11,Moderate,0,177.5,308,0
2,2001,9,38,118213.51,1101642.98,25.01,2244.48,16.33,Moderate,15.7,Poor,0,97.5,659,0
8,2001,9,38,48435.23,537243.3,95.63,799.32,16,Moderate,16.26,Moderate,0,0,246,0
1,2001,9,38,36107.86,416526.59,0,971.67,16.11,Moderate,14.94,Poor,0,23.5,187,0
6,2001,9,38,126794.15,2983493.24,3451.12,,15.96,Poor,18.48,Moderate,0,0,3,0
5,2001,9,38,75510.44,535770,2030.38,377.09,16.17,Moderate,13.61,Poor,0,0,29,0
3,2001,9,38,34308.91,803469.41,933.83,,15.97,Poor,18.84,Moderate,0,0,8,0
1,2001,9,39,36698.54,418892.22,0,971.67,16.87,Moderate,15.46,Poor,0,0,187,0
6,2001,9,39,122055.42,2871990.03,3322.14,,16.85,Moderate,18.8,Moderate,0,0,3,0
8,2001,9,39,48987.8,550538.12,110.67,799.32,16.8,Moderate,16.99,Moderate,0,0,246,0
2,2001,9,39,125180.02,1280126.96,11.11,2244.48,17.08,Moderate,16.56,Moderate,0,2,659,0
7,2001,9,39,7911.91,67385.4,0,201.78,16.9,Moderate,15.58,Poor,0,0,103,0
5,2001,9,39,60932.37,435080.6,1592.6,377.09,16.91,Moderate,14.43,Poor,0,0,29,0
3,2001,9,39,33047.63,663404.67,899.5,,16.86,Moderate,19.03,Optimum,0,0,8,0
4,2001,9,39,94749.71,1130226.2,396.63,1432.3,16.92,Moderate,16.93,Moderate,0,177.5,308,0
2,2001,10,40,120666.58,1207386.08,7.87,2244.48,17.54,Moderate,17.06,Moderate,0,2,659,0
3,2001,10,40,31890.69,641630.74,868.01,,17.41,Moderate,19.18,Optimum,0,0,8,0
1,2001,10,40,36698.54,443229.52,0,971.67,17.21,Moderate,15.91,Poor,0,23.5,187,0
5,2001,10,40,29949.38,221084,662.18,377.09,17.52,Moderate,14.96,Poor,0,0,29,0
7,2001,10,40,7911.91,67385.4,0,201.78,17.55,Moderate,15.86,Poor,0,0,103,0
6,2001,10,40,112377.01,2268033.47,3058.71,,17.65,Moderate,19.03,Optimum,0,0,3,0
4,2001,10,40,94613.39,1129990.73,392.92,1432.3,17.35,Moderate,17.31,Moderate,0,1,308,0
8,2001,10,40,48901.46,546652.94,108.32,799.32,17.06,Moderate,17.54,Moderate,0,0,246,0
1,2001,10,41,36107.86,440863.89,0,971.67,17.14,Moderate,15.63,Poor,0,0,187,0
7,2001,10,41,7844.31,67215.12,0,201.78,18.26,Moderate,15.36,Poor,0,0,103,0
2,2001,10,41,123330.93,1261430.9,19.72,2244.48,18.07,Moderate,17.1,Moderate,0,2,659,0
3,2001,10,41,36277.08,847359.93,987.4,,18.07,Moderate,18.1,Moderate,0,0,8,0
4,2001,10,41,84424.47,907261.35,388.61,1432.3,17.69,Moderate,17.47,Moderate,0,1,308,0
6,2001,10,41,119063.69,2402986.47,3240.71,,18.16,Moderate,18.07,Moderate,0,0,3,0
8,2001,10,41,48976.41,546222.2,110.36,799.32,16.75,Moderate,18.16,Moderate,0,0,246,0
5,2001,10,41,61768.53,440855.9,1617.71,377.09,18.03,Moderate,14.54,Poor,0,0,29,0
8,2001,10,42,48208.9,521205.92,89.47,799.32,16.72,Moderate,18.49,Moderate,0,0,246,0
1,2001,10,42,36107.86,440863.89,0,971.67,17.36,Moderate,16.23,Moderate,0,38.5,187,0
5,2001,10,42,64724.24,464860.97,1706.47,377.09,18.38,Moderate,15.04,Poor,0,0,29,0
2,2001,10,42,119987.77,1200685.61,25.94,2244.48,18.54,Moderate,17.68,Moderate,0,2,659,0
4,2001,10,42,82768.94,845324.19,389.48,1432.3,18.03,Moderate,17.87,Moderate,0,1,308,0
7,2001,10,42,8127.06,70825.1,0,201.78,18.81,Moderate,15.92,Poor,0,0,103,0
6,2001,10,42,125417.13,2951091.78,3413.64,,18.88,Moderate,18.39,Moderate,0,0,3,0
3,2001,10,42,36407.87,848140.42,990.96,,18.66,Moderate,18.64,Moderate,0,0,8,0
4,2001,10,43,88850.3,991492.22,461.05,1432.3,19.55,Optimum,19.37,Optimum,1,0,307,1
6,2001,10,43,119035.76,2402422.93,3239.95,,20.31,Optimum,20.04,Optimum,0,0,3,0
2,2001,10,43,125197.65,1292479.89,11.59,2244.48,19.94,Optimum,19.42,Optimum,2,0,657,1
8,2001,10,43,48065.62,527840.41,85.57,799.32,18.49,Moderate,19.88,Optimum,0,0,246,0
1,2001,10,43,38028.44,473732.87,0,971.67,19.02,Optimum,18.02,Moderate,0,0,187,0
5,2001,10,43,55329.59,947022.2,1484.7,377.09,19.82,Optimum,16.66,Moderate,0,0,29,0
3,2001,10,43,35933.55,834653.85,978.05,,20.07,Optimum,20.59,Optimum,0,0,8,0
7,2001,10,43,8565.22,72768.92,0.36,201.78,20.18,Optimum,17.82,Moderate,0,0,103,0
8,2001,10,44,46847.69,493733.34,52.42,799.32,20.99,Optimum,20.87,Optimum,0,0,246,0
2,2001,10,44,122150.23,1234472.18,9.84,2244.48,20.99,Optimum,19.94,Optimum,2,0,657,1
6,2001,10,44,122222.96,2875932.15,3326.7,,21.41,Optimum,20.72,Optimum,0,0,3,0
1,2001,10,44,37523.25,467547.15,0,971.67,21.15,Optimum,18.2,Moderate,0,0,187,0
7,2001,10,44,8569.98,72849.42,0.71,201.78,21.01,Optimum,17.78,Moderate,0,0,103,0
3,2001,10,44,36138.93,840530.03,983.64,,21.56,Optimum,20.92,Optimum,0,0,8,0
5,2001,10,44,67647.93,1158587.89,1854.62,377.09,20.94,Optimum,16.75,Moderate,0,0,29,0
4,2001,10,44,97180.87,1155552.18,508.14,1432.3,21.08,Optimum,21.19,Optimum,1,0,307,1
7,2001,11,45,8565.22,72768.92,0.36,201.78,22.17,Optimum,20.12,Optimum,0,0,103,0
3,2001,11,45,42251.73,983321.92,1150.02,,22.14,Optimum,22.64,Optimum,0,0,8,0
5,2001,11,45,50685.24,866548.01,1345.23,377.09,22.12,Optimum,18.58,Moderate,0,0,29,0
1,2001,11,45,37645.46,470283.43,0,971.67,21.73,Optimum,20.32,Optimum,0,0,187,0
2,2001,11,45,113703.84,1065356.7,30.82,2244.48,22.03,Optimum,21.57,Optimum,2,0,657,1
8,2001,11,45,48612.68,541650.07,100.46,799.32,21.6,Optimum,22.2,Optimum,0,0,246,0
6,2001,11,45,128868.12,3032294.27,3507.57,,22.27,Optimum,22.45,Optimum,0,0,3,0
4,2001,11,45,86081.34,900160.4,425.6,1432.3,21.93,Optimum,21.83,Optimum,0,0,308,0
4,2001,11,46,88162.16,976975.91,442.32,1432.3,21.77,Optimum,21.54,Optimum,0,0,308,0
8,2001,11,46,47941.44,515807.79,82.19,799.32,20.61,Optimum,22.29,Optimum,0,0,246,0
6,2001,11,46,127496.62,3000022.48,3470.24,,22.04,Optimum,21.58,Optimum,0,0,3,0
7,2001,11,46,7002.14,51107.29,0,201.78,22.58,Optimum,18.66,Moderate,0,0,103,0
1,2001,11,46,37580.73,469289.93,0,971.67,21.1,Optimum,19.01,Optimum,0,0,187,0
3,2001,11,46,33760.75,785301.2,918.91,,22.21,Optimum,21.67,Optimum,0,0,8,0
2,2001,11,46,122818.15,1245640.46,25.16,2244.48,22.2,Optimum,21.23,Optimum,2,0,657,1
5,2001,11,46,44837.43,765221.04,1169.62,377.09,22.27,Optimum,17.75,Moderate,0,0,29,0
3,2001,11,47,38437.38,894613.15,1046.2,,23.56,Moderate,22.18,Optimum,0,0,8,0
6,2001,11,47,119133.49,2404395.32,3242.61,,23.4,Moderate,22.21,Optimum,0,0,3,0
5,2001,11,47,33672.44,572020.82,837.55,377.09,23,Moderate,17.75,Moderate,0,0,29,0
4,2001,11,47,93408.9,1049108.06,449.57,1432.3,23.09,Moderate,23.04,Moderate,0,0,308,0
7,2001,11,47,7002.14,51107.29,0,201.78,23.33,Moderate,20.18,Optimum,0,0,103,0
1,2001,11,47,37645.46,470283.43,0,971.67,22.83,Optimum,19.99,Optimum,0,0,187,0
2,2001,11,47,118566.62,1166963.27,21.97,2244.48,23.3,Moderate,22.29,Optimum,2,0,657,1
8,2001,11,47,47563.02,508170.34,71.89,799.32,22.44,Optimum,23.28,Moderate,0,0,246,0
6,2001,11,48,105083.75,2120838.3,2860.2,,24.52,Moderate,23.74,Moderate,0,0,3,0
2,2001,11,48,120990.89,1210956.37,46.41,2244.48,24.03,Moderate,23.77,Moderate,0,3,659,0
8,2001,11,48,47782.35,512597.1,77.86,799.32,23.46,Moderate,24.27,Moderate,0,0,246,0
3,2001,11,48,39052.79,910053.78,1062.95,,24.5,Moderate,23.86,Moderate,0,0,8,0
7,2001,11,48,7002.14,51107.29,0,201.78,24.16,Moderate,22.24,Optimum,0,0,103,0
4,2001,11,48,92081.12,1022803.33,413.43,1432.3,23.94,Moderate,23.81,Moderate,0,0,308,0
5,2001,11,48,65868.99,1137984.79,1826.8,377.09,23.83,Moderate,19.96,Optimum,0,0,29,0
1,2001,11,48,37039.25,492105.08,0,971.67,23.76,Moderate,21.93,Optimum,0,0,187,0
1,2001,12,49,36514.1,478890.28,0,971.67,24.15,Moderate,22.67,Optimum,15,23.5,172,1
7,2001,12,49,8255.34,76399.86,34.11,201.78,24.78,Moderate,23.28,Moderate,0,0,103,0
6,2001,12,49,106948.3,2158469.43,2910.95,,25.14,Moderate,23.49,Moderate,0,0,3,0
2,2001,12,49,124788.33,1283575.67,37.24,2244.48,24.5,Moderate,24.47,Moderate,0,2,659,0
3,2001,12,49,33101.64,663002.66,900.97,,25.21,Moderate,23.63,Moderate,0,0,8,0
4,2001,12,49,93481.9,1055416.31,447.14,1432.3,24.44,Moderate,24.36,Moderate,0,0,308,0
5,2001,12,49,10504.54,180193.69,176.07,377.09,24.34,Moderate,20.76,Optimum,0,0,29,0
8,2001,12,49,47291.14,502683.24,64.49,799.32,23.99,Moderate,24.89,Moderate,0,0,246,0
4,2001,12,50,91710.77,1043188.55,420.03,1432.3,24.53,Moderate,24.38,Moderate,0,0,308,0
3,2001,12,50,37393.23,875428.01,1017.78,,25.48,Moderate,23.43,Moderate,0,0,8,0
5,2001,12,50,66504.15,1150517.28,1857.74,377.09,24.49,Moderate,19.79,Optimum,0,0,29,0
1,2001,12,50,36514.1,478890.28,0,971.67,24.18,Moderate,21.71,Optimum,15,23.5,172,1
2,2001,12,50,125798,1303865.41,31.9,2244.48,24.51,Moderate,24.06,Moderate,0,2,659,0
8,2001,12,50,47361.68,504106.92,66.41,799.32,24.01,Moderate,24.91,Moderate,0,0,246,0
7,2001,12,50,9508.54,101692.42,68.22,201.78,24.96,Moderate,21.86,Optimum,0,0,103,0
6,2001,12,50,94501.16,1907256.64,2572.16,,25.5,Moderate,23.34,Moderate,0,0,3,0
8,2001,12,51,47169.53,499972.26,61.18,799.32,25.48,Moderate,26.23,Moderate,0,0,246,0
4,2001,12,51,91275.41,1037694.57,408.18,1432.3,25.86,Moderate,25.7,Moderate,0,0,308,0
1,2001,12,51,38427.56,499776.78,0,971.67,25.66,Moderate,23.17,Moderate,0,38.5,187,0
5,2001,12,51,57844.49,982234.38,1617.44,377.09,25.84,Moderate,22.31,Optimum,0,0,29,0
3,2001,12,51,34874.71,810472.09,949.23,,26.39,Moderate,24.7,Moderate,0,0,8,0
2,2001,12,51,125345.74,1295689.99,19.59,2244.48,25.92,Moderate,25.36,Moderate,0,2,659,0
7,2001,12,51,8320.37,77710.68,35.88,201.78,26.05,Moderate,24.1,Moderate,0,0,103,0
6,2001,12,51,83774.55,1690768.3,2280.2,,26.39,Moderate,24.6,Moderate,0,0,3,0
1,2001,12,52,38427.56,499776.78,0,971.67,24.88,Moderate,22.32,Optimum,15,23.5,172,1
8,2001,12,52,47617.4,508752.88,73.37,799.32,24.66,Moderate,25.69,Moderate,0,0,246,0
4,2001,12,52,91443.67,1041390.64,412.76,1432.3,25.24,Moderate,25.16,Moderate,0,0,308,0
7,2001,12,52,7132.56,53736.33,3.55,201.78,25.66,Moderate,22.5,Optimum,0,0,103,0
3,2001,12,52,37094.17,866503.03,1009.64,,26.23,Moderate,23.92,Moderate,0,0,8,0
5,2001,12,52,70417.95,1206601.71,2013.03,377.09,25.06,Moderate,20.79,Optimum,0,0,29,0
6,2001,12,52,75189.88,1517509.41,2046.54,,26.23,Moderate,23.89,Moderate,0,0,3,0
2,2001,12,52,125318.54,1294188.82,18.85,2244.48,25.28,Moderate,24.96,Moderate,0,2,659,0
5,2002,12,1,74054.19,1280447.49,2203.52,75.41,25.47,Moderate,21.09,Optimum,0,0,29,0
6,2002,12,1,60813.89,1227367.88,1655.25,,26.61,Moderate,23.86,Moderate,0,0,3,0
2,2002,12,1,25315.64,263280.04,10.46,448.48,25.72,Moderate,25.39,Moderate,0,2,659,0
3,2002,12,1,40488.95,942904.08,1102.04,,26.61,Moderate,23.85,Moderate,0,0,8,0
7,2002,12,1,1482.52,11880.6,2.24,40.35,26.03,Moderate,23.15,Moderate,0,0,103,0
4,2002,12,1,32383.38,517536.28,466.24,286.44,25.69,Moderate,25.65,Moderate,0,0,308,0
8,2002,12,1,11222.3,135984.86,61.18,159.69,25.24,Moderate,26.17,Moderate,0,0,246,0
1,2002,12,1,7678.42,99860.06,0,194.18,25.39,Moderate,22.82,Optimum,15,23.5,172,1
3,2002,1,2,36401.25,845658.94,990.78,,26.79,Moderate,24.86,Moderate,0,0,8,0
8,2002,1,2,10779.22,127298.99,49.12,159.69,25.72,Moderate,26.57,Moderate,0,0,246,0
7,2002,1,2,1408.67,10391.82,0.23,40.35,26.33,Moderate,24.14,Moderate,0,0,103,0
2,2002,1,2,25772.31,271838.89,22.89,448.48,26.25,Moderate,25.64,Moderate,0,2,659,0
5,2002,1,2,63709.21,1101196.67,1892.86,75.41,25.93,Moderate,22.26,Optimum,0,0,29,0
6,2002,1,2,46782.88,944189.03,1273.35,,26.76,Moderate,24.63,Moderate,0,0,3,0
1,2002,1,2,7678.42,99860.06,0,194.18,25.89,Moderate,23.13,Moderate,0,38.5,187,0
4,2002,1,2,30223.43,471617.89,407.45,286.44,26.15,Moderate,26.05,Moderate,0,0,308,0
4,2002,1,3,28599.52,435822.79,363.25,286.44,26.06,Moderate,26.03,Moderate,0,0,308,0
3,2002,1,3,33973.11,793063.76,924.69,,26.81,Moderate,25.23,Moderate,0,0,8,0
8,2002,1,3,17307.56,259056.12,226.81,159.69,25.72,Moderate,26.49,Moderate,0,0,246,0
5,2002,1,3,53816.44,929781.51,1595.78,75.41,25.78,Moderate,21.55,Optimum,0,0,29,0
6,2002,1,3,20050.12,404658.8,545.73,,26.76,Moderate,25.06,Moderate,0,0,3,0
7,2002,1,3,1400.22,10221.27,0,40.35,26.24,Moderate,24.25,Moderate,0,0,103,0
2,2002,1,3,26846.88,291411.16,52.93,448.48,26.1,Moderate,25.66,Moderate,0,4,659,0
1,2002,1,3,7681.36,99906.22,0.08,194.18,25.87,Moderate,23.14,Moderate,0,38.5,187,0
7,2002,1,4,1331.62,9650.58,0,40.35,26.68,Moderate,27.73,Moderate,0,0,103,0
5,2002,1,4,62715.54,1083978.99,1863.02,75.41,26.64,Moderate,23.51,Moderate,0,0,29,0
2,2002,1,4,26095.21,276544.25,34.29,448.48,26.87,Moderate,26.88,Moderate,0,2,659,0
4,2002,1,4,28923.72,438030.79,367.85,286.44,26.75,Moderate,26.61,Moderate,0,0,308,0
8,2002,1,4,25364.27,420967.11,446.1,159.69,26.48,Moderate,26.99,Moderate,0,0,246,0
6,2002,1,4,8353.94,168602.27,227.38,,27.04,Moderate,26.38,Moderate,0,0,3,0
1,2002,1,4,7565.64,99423.73,0.16,194.18,26.65,Moderate,24.93,Moderate,0,38.5,187,0
3,2002,1,4,35981.68,840325.97,979.36,,27.01,Moderate,26.83,Moderate,0,0,8,0
6,2002,1,5,4176.97,84301.14,113.69,,26.87,Moderate,27.04,Moderate,0,0,3,0
5,2002,1,5,58341.58,1008190.04,1731.67,75.41,26.59,Moderate,24.04,Moderate,0,0,29,0
7,2002,1,5,1402.47,9937.23,3.42,40.35,26.51,Moderate,28.47,Poor,0,0,103,0
1,2002,1,5,7562.97,99405.33,0.08,194.18,26.58,Moderate,25.31,Moderate,0,38.5,187,0
2,2002,1,5,24567.63,259528.13,17.52,448.48,26.78,Moderate,26.86,Moderate,0,2,659,0
3,2002,1,5,39231.71,916883.02,1067.82,,26.83,Moderate,27.46,Moderate,0,0,8,0
8,2002,1,5,18787.44,287538.65,267.09,159.69,26.39,Moderate,26.88,Moderate,0,0,246,0
4,2002,1,5,29129.09,439295.77,373.44,286.44,26.64,Moderate,26.46,Moderate,0,0,308,0
1,2002,2,6,38461.37,500386.58,0.92,971.67,24.3,Moderate,23.01,Moderate,0,38.5,187,0
3,2002,2,6,32886.71,659821.32,895.12,,25.5,Moderate,24.81,Moderate,0,0,8,0
5,2002,2,6,47172.2,817781.15,1248.3,377.09,24.48,Moderate,21.65,Optimum,0,0,29,0
2,2002,2,6,126529.73,1310609.33,18.53,2244.48,24.81,Moderate,24.91,Moderate,0,2,659,0
4,2002,2,6,89468.8,966231.14,337.91,1432.3,24.67,Moderate,24.53,Moderate,0,1,308,0
8,2002,2,6,47046.82,497059.72,57.84,799.32,24.08,Moderate,25.21,Moderate,0,0,246,0
7,2002,2,6,7253.44,56179.15,6.84,201.78,24.97,Moderate,24.71,Moderate,0,0,103,0
6,2002,2,6,0,0,0,,25.51,Moderate,24.53,Moderate,0,0,3,0
1,2002,2,7,38171.21,507403.51,1.84,971.67,24.66,Moderate,22.36,Optimum,0,0,187,0
6,2002,2,7,0,0,0,,25.71,Moderate,24.94,Moderate,0,0,3,0
8,2002,2,7,46721.67,491189.99,48.99,799.32,24.31,Moderate,25.61,Moderate,0,0,246,0
5,2002,2,7,72196.37,1239278.47,1991.21,377.09,24.95,Moderate,21.25,Optimum,0,0,29,0
2,2002,2,7,121329.01,1217643.19,23.48,2244.48,25.36,Moderate,24.66,Moderate,0,2,659,0
4,2002,2,7,84193.14,889994.57,334.29,1432.3,25.07,Moderate,24.8,Moderate,0,0,308,0
3,2002,2,7,40645.09,945548.96,1106.29,,25.71,Moderate,25.33,Moderate,0,0,8,0
7,2002,2,7,7300.84,57135.69,8.13,201.78,25.24,Moderate,23.51,Moderate,0,0,103,0
5,2002,2,8,67117.46,1151274.43,1838.69,377.09,24.62,Moderate,22.01,Optimum,0,0,29,0
3,2002,2,8,32863.56,659689.75,894.49,,25.13,Moderate,26.05,Moderate,0,0,8,0
8,2002,2,8,46721.67,491189.99,48.99,799.32,24.41,Moderate,25.05,Moderate,0,0,246,0
6,2002,2,8,19220.16,387908.31,523.14,,25.12,Moderate,25.84,Moderate,0,0,3,0
7,2002,2,8,7151.67,54125.2,4.07,201.78,24.68,Moderate,23.82,Moderate,0,0,103,0
1,2002,2,8,37619.65,509269.57,0.92,971.67,24.63,Moderate,22.44,Optimum,15,23.5,172,1
2,2002,2,8,120035.93,1194611.33,15.76,2244.48,24.87,Moderate,24.49,Moderate,0,2,659,0
4,2002,2,8,91245.65,1005466.64,390.69,1432.3,24.73,Moderate,24.6,Moderate,0,0,308,0
3,2002,2,9,39527.82,918031.89,1075.88,,24.11,Moderate,25.03,Moderate,0,0,8,0
